1.0000,0.2000,2.0000,0.1421;Für keine Kombination vom Blatt gab es Cluster
1.0000,0.2000,4.0000,0.1461;
1.0000,0.1000,2.0000,0.2482;
1.0000,0.1000,4.0000,0.2672;
1.0000,0.0600,2.0000,0.6817;
1.0000,0.0600,4.0000,0.5794;
1.0000,0.0500,2.0000,1.2043;
1.0000,0.0500,4.0000,0.7715;
1.0000,0.0400,2.0000,2.5908;
1.0000,0.0400,4.0000,1.6532;
1.5000,0.2000,2.0000,0.1831;
1.5000,0.2000,4.0000,0.1811;
1.5000,0.1000,2.0000,0.2892;
1.5000,0.1000,4.0000,0.2081;
1.5000,0.0600,2.0000,0.6625;
1.5000,0.0600,4.0000,0.5192;
1.5000,0.0500,2.0000,1.2249;
1.5000,0.0500,4.0000,0.8346;
1.5000,0.0400,2.0000,2.7199;
1.5000,0.0400,4.0000,1.6652;
2.0000,0.2000,2.0000,0.1861;
2.0000,0.2000,4.0000,0.1851;
2.0000,0.1000,2.0000,0.2278;
2.0000,0.1000,4.0000,0.2212;
2.0000,0.0600,2.0000,0.8836;
2.0000,0.0600,4.0000,0.6094;
2.0000,0.0500,2.0000,1.3259;
2.0000,0.0500,4.0000,0.8627;
2.0000,0.0400,2.0000,2.7970;
2.0000,0.0400,4.0000,1.7222;
